date,ticker,occ,engine_took,student_p,student_says,reason,outcome,net_return
2026-07-20 13:32,SPY,SPY260807P00725000,0,0.453,VETO,,up,0.3747
2026-07-20 13:32,SPCX,SPCX260731P00118000,0,0.453,VETO,,up,0.3341
2026-07-20 13:32,NFLX,NFLX270115C00090000,0,0.386,VETO,,vertical,-0.0023
2026-07-20 13:32,USO,USO260724C00129000,0,0.413,VETO,,up,0.7458
2026-07-20 13:32,SQQQ,SQQQ260724C00047000,0,0.267,VETO,,down,-1.0581
2026-07-20 13:32,SQQQ,SQQQ260731C00042000,0,0.267,VETO,,up,0.3168
2026-07-20 13:32,TQQQ,TQQQ260724P00065000,0,0.453,VETO,,down,-0.5909
2026-07-20 13:32,NTLA,NTLA270115P00012500,0,0.073,VETO,,down,-0.7742
2026-07-20 13:32,MU,MU260814P00660000,0,0.413,VETO,,down,-0.6652
2026-07-20 13:44,RDW,RDW260821C00009000,1,0.118,VETO,,down,-0.8718
2026-07-20 13:44,IWM,IWM260731P00284000,0,0.453,VETO,,up,0.2991
2026-07-20 13:44,RDW,RDW270115C00010000,0,0.118,VETO,,down,-0.5591
2026-07-20 13:44,IWM,IWM260731P00286000,0,0.453,VETO,,up,0.3592
2026-07-20 13:44,QQQ,QQQ260720C00705000,0,0.386,VETO,,down,-0.6588
2026-07-20 13:44,SPCX,SPCX260821P00090000,0,0.453,VETO,,up,0.3667
2026-07-20 13:44,SFM,SFM260821P00065000,0,0.139,VETO,,down,-0.7614
2026-07-20 13:44,HIMS,HIMS260821P00029500,0,0.267,VETO,,up,0.2811
2026-07-20 13:44,PLTR,PLTR260724P00125000,0,0.453,VETO,,up,0.3425
2026-07-20 13:44,TEM,TEM261016C00085000,0,0.267,VETO,,down,-0.7664
2026-07-20 13:44,WULF,WULF260828C00025000,0,0.267,VETO,,down,-0.7649
2026-07-20 13:44,DRAM,DRAM260731C00060000,0,0.386,VETO,,up,0.3534
2026-07-20 13:44,TQQQ,TQQQ260918C00080000,0,0.453,VETO,,down,-0.64
2026-07-20 13:44,GOOG,GOOG260724C00360000,0,0.453,VETO,,down,-0.5265
2026-07-20 13:51,WULF,WULF260821C00020500,1,0.297,VETO,,down,-0.5737
2026-07-20 13:51,SPY,SPY260731P00725000,0,0.453,VETO,,up,0.3196
2026-07-20 13:51,EWY,EWY260724P00145000,0,0.267,VETO,,down,-1.0455
2026-07-20 13:51,WULF,WULF260821C00019000,0,0.267,VETO,,vertical,-0.4314
2026-07-20 13:51,INTC,INTC260821P00080000,0,0.824,TAKE,p=0.60 [iv_term.iv_ratio- technical.atr+ macro.distance_to_sma20_pct+],vertical,-0.1197
2026-07-20 13:51,WULF,WULF260821C00024000,0,0.267,VETO,,down,-0.6289
2026-07-20 13:51,BABA,BABA260724C00120000,0,0.453,VETO,,up,0.4207
2026-07-20 13:51,QQQ,QQQ260720P00702000,0,0.386,VETO,,up,0.9542
2026-07-20 13:51,TSLA,TSLA260720P00380000,0,0.453,VETO,,up,1.0799
2026-07-20 13:51,BABA,BABA260724C00118000,0,0.453,VETO,,up,0.2985
2026-07-20 13:51,BABA,BABA260724C00121000,0,0.453,VETO,,up,0.2914
2026-07-20 13:51,IBIT,IBIT261120P00035000,0,0.267,VETO,,vertical,-0.0584
2026-07-20 13:51,BABA,BABA260724C00119000,0,0.453,VETO,,up,0.4278
2026-07-20 13:51,GE,GE260807P00320000,0,0.21,VETO,,down,-0.8979
2026-07-20 13:51,SQQQ,SQQQ260731C00051000,0,0.267,VETO,,down,-0.549
2026-07-20 13:51,NVDL,NVDL260821C00035000,0,0.267,VETO,,down,-0.869
2026-07-20 13:51,WULF,WULF260918C00021000,0,0.267,VETO,,vertical,-0.4648
2026-07-20 13:51,SCHW,SCHW260724P00100000,0,0.267,VETO,,down,-0.9503
2026-07-20 14:02,NCLH,NCLH260821C00020000,1,0.176,VETO,,down,-0.6008
2026-07-20 14:02,AMD,AMD260722P00475000,0,0.413,VETO,,down,-0.8712
2026-07-20 14:02,NFLX,NFLX260918P00065000,0,0.386,VETO,,vertical,-0.4603
2026-07-20 14:02,SPCX,SPCX260814P00100000,0,0.453,VETO,,up,0.2829
2026-07-20 14:02,QQQ,QQQ260721P00696000,0,0.386,VETO,,up,0.3254
2026-07-20 14:02,DIA,DIA260724C00523000,0,0.267,VETO,,down,-0.5457
2026-07-20 14:02,SPY,SPY260722P00729000,0,0.453,VETO,,up,0.3523
2026-07-20 14:02,SPY,SPY260720P00748000,0,0.453,VETO,,up,0.5122
2026-07-20 14:02,AMZN,AMZN260720P00250000,0,0.413,VETO,,down,-0.5476
2026-07-20 14:02,FRO,FRO260821C00040000,0,0.21,VETO,,up,0.2556
2026-07-20 14:02,SMCI,SMCI260724P00026000,0,0.267,VETO,,down,-0.9571
2026-07-20 14:02,TLT,TLT261016P00083000,0,0.16,VETO,,up,0.2958
2026-07-20 14:02,XLE,XLE260821P00056000,0,0.267,VETO,,down,-0.6837
2026-07-20 14:02,ARKK,ARKK260821C00080000,0,0.267,VETO,,up,0.4375
2026-07-20 14:02,TLT,TLT280121C00090000,0,0.16,VETO,,vertical,-0.0329
2026-07-20 14:02,NCLH,NCLH280121C00025000,0,0.21,VETO,,vertical,-0.0787
2026-07-20 14:11,MARA,MARA260821P00011000,1,0.267,VETO,,down,-0.6732
2026-07-20 14:11,CLSK,CLSK260918P00014000,0,0.21,VETO,,vertical,-0.1605
2026-07-20 14:11,SPY,SPY260720P00745000,0,0.453,VETO,,up,0.3311
2026-07-20 14:11,SPY,SPY260724C00750000,0,0.453,VETO,,down,-0.9057
2026-07-20 14:11,NVDA,NVDA260821C00230000,0,0.453,VETO,,up,0.5148
2026-07-20 14:11,ORCL,ORCL260918C00160000,0,0.413,VETO,,vertical,-0.3902
2026-07-20 14:11,SPY,SPY260721P00745000,0,0.453,VETO,,up,0.3855
2026-07-20 14:11,AAPL,AAPL260724P00320000,0,0.267,VETO,,up,0.3596
2026-07-20 14:11,MARA,MARA260918P00011000,0,0.267,VETO,,vertical,-0.2158
2026-07-20 14:11,IWM,IWM260821C00310000,0,0.453,VETO,,down,-0.5263
2026-07-20 14:11,QQQ,QQQ260720C00702000,0,0.386,VETO,,down,-0.6626
2026-07-20 14:11,MRVL,MRVL260821C00280000,0,0.453,VETO,,up,0.2814
2026-07-20 14:11,MCD,MCD270115C00330000,0,0.246,VETO,,down,-0.6945
2026-07-20 14:11,EWZ,EWZ261120C00038000,0,0.16,VETO,,down,-0.8541
2026-07-20 14:11,BIDU,BIDU260724C00109000,0,0.176,VETO,,down,-0.6786
2026-07-20 14:11,SIL,SIL260918C00076000,0,0.267,VETO,,up,0.32
2026-07-20 14:11,SOXL,SOXL260731C00220000,0,0.267,VETO,,down,-0.5658
2026-07-20 14:11,CPNG,CPNG260724C00016000,0,0.21,VETO,,down,-0.8188
2026-07-20 14:21,EEM,EEM260821C00066500,1,0.246,VETO,,down,-0.781
2026-07-20 14:21,EEM,EEM260821C00064500,0,0.246,VETO,,vertical,-0.4366
2026-07-20 14:21,SPY,SPY260720P00744000,0,0.453,VETO,,down,-0.6223
2026-07-20 14:21,QQQ,QQQ260721P00695000,0,0.386,VETO,,down,-0.5297
2026-07-20 14:21,BE,BE260807C00375000,0,0.267,VETO,,up,0.1464
2026-07-20 14:21,GM,GM260821C00082000,0,0.21,VETO,,up,0.4758
2026-07-20 14:21,NFLX,NFLX261016P00060000,0,0.386,VETO,,down,-0.5847
2026-07-20 14:21,RSP,RSP260821P00210000,0,0.267,VETO,,down,-0.7896
2026-07-20 14:21,SPY,SPY260722P00727000,0,0.453,VETO,,down,-0.8256
2026-07-20 14:21,NOK,NOK280121C00010000,0,0.267,VETO,,vertical,-0.2507
2026-07-20 14:21,KO,KO261016C00087500,0,0.267,VETO,,down,-0.8445
2026-07-20 14:21,KWEB,KWEB261218P00026000,0,0.21,VETO,,down,-0.6341
2026-07-20 14:21,QXO,QXO260724P00015000,0,0.16,VETO,,down,-0.5778
2026-07-20 14:21,AEP,AEP260821C00135000,0,0.246,VETO,,down,-0.7865
2026-07-20 14:21,OKTA,OKTA260724P00141000,0,0.267,VETO,,up,0.3049
2026-07-20 14:21,WULF,WULF260807C00020000,0,0.267,VETO,,vertical,-0.4559
2026-07-20 14:31,WFC,WFC260821P00083000,1,0.21,VETO,,down,-0.6105
2026-07-20 14:31,WFC,WFC260731P00086000,0,0.21,VETO,,down,-0.6056
2026-07-20 14:31,SPY,SPY260918P00665000,0,0.453,VETO,,vertical,0.0416
2026-07-20 14:31,BA,BA260821P00185000,0,0.267,VETO,,down,-1.0625
2026-07-20 14:31,MSTR,MSTR260724C00106000,0,0.413,VETO,,up,0.53
2026-07-20 14:31,KDP,KDP260918C00032000,0,0.16,VETO,,down,-1.0833
2026-07-20 14:31,ORCL,ORCL260724C00125000,0,0.413,VETO,,up,0.3441
2026-07-20 14:31,HOOD,HOOD260724C00101000,0,0.386,VETO,,up,0.6985
2026-07-20 14:31,ARKK,ARKK260821C00085000,0,0.267,VETO,,up,0.2365
2026-07-20 14:31,PRTA,PRTA260821C00009000,0,0.009,VETO,,down,-0.5667
2026-07-20 14:31,FIGR,FIGR260821C00035000,0,0.267,VETO,,up,0.2804
2026-07-20 14:31,NBIS,NBIS260731P00110000,0,0.267,VETO,,down,-0.7028
2026-07-20 14:42,BUD,BUD260821C00084000,1,0.21,VETO,,down,-0.5704
2026-07-20 14:42,AAPL,AAPL260724P00325000,0,0.267,VETO,,up,0.275
2026-07-20 14:42,PLTR,PLTR260724C00134000,0,0.453,VETO,,up,0.3371
2026-07-20 14:42,GOOGL,GOOGL260720C00357500,0,0.413,VETO,,down,-0.6573
2026-07-20 14:42,BMNR,BMNR270115C00055000,0,0.267,VETO,,down,-0.6974
2026-07-20 14:42,CCJ,CCJ260724C00083000,0,0.267,VETO,,up,0.5308
2026-07-20 14:42,META,META260731C00820000,0,0.413,VETO,,down,-0.5674
2026-07-20 14:42,IWM,IWM260821C00305000,0,0.453,VETO,,vertical,-0.485
2026-07-20 14:42,TSM,TSM260731P00345000,0,0.413,VETO,,down,-0.9841
2026-07-20 14:42,MDT,MDT260807C00088000,0,0.16,VETO,,down,-0.736
2026-07-20 14:42,SPY,SPY260720C00744000,0,0.453,VETO,,down,-0.6193
2026-07-20 14:42,BUD,BUD260918C00082500,0,0.21,VETO,,up,0.3
2026-07-20 14:42,IEF,IEF260918C00094000,0,0.118,VETO,,down,-0.9014
2026-07-20 14:42,ADBE,ADBE260821C00275000,0,0.297,VETO,,up,0.257
2026-07-20 14:42,DIS,DIS260724C00093000,0,0.267,VETO,,down,-0.9427
2026-07-20 14:42,INTC,INTC260720P00097000,0,0.824,TAKE,p=0.60 [iv_term.iv_ratio- technical.atr+ macro.distance_to_sma20_pct+],up,0.7292
2026-07-20 14:42,WDAY,WDAY260821C00170000,0,0.176,VETO,,down,-0.6462
2026-07-20 14:42,JETS,JETS270115P00029000,0,0.118,VETO,,vertical,-0.0769
2026-07-20 14:42,XLF,XLF260821C00055000,0,0.21,VETO,,vertical,-0.0326
2026-07-20 14:42,ARE,ARE260821P00050000,0,0.099,VETO,,down,-0.6365
2026-07-20 14:52,ARKG,ARKG260821P00037000,1,0.16,VETO,,down,-0.5897
2026-07-20 14:52,ARM,ARM260724P00237500,0,0.267,VETO,,down,-0.7485
2026-07-20 14:52,SKHY,SKHY260821P00080000,0,0.386,VETO,,down,-0.7538
2026-07-20 14:52,SLV,SLV261016C00056000,0,0.267,VETO,,up,0.3155
2026-07-20 14:52,TER,TER260724P00290000,0,0.176,VETO,,down,-1.0934
2026-07-20 14:52,IWM,IWM260918P00260000,0,0.453,VETO,,vertical,0.0285
2026-07-20 14:52,SPY,SPY260722C00746000,0,0.453,VETO,,up,0.3231
2026-07-20 14:52,CMG,CMG260821C00035000,0,0.267,VETO,,down,-1.0265
2026-07-20 14:52,QQQ,QQQ260720P00695000,0,0.386,VETO,,up,0.4036
2026-07-20 14:52,GIS,GIS260918C00040000,0,0.21,VETO,,down,-0.624
2026-07-20 14:52,NVO,NVO260918P00047500,0,0.267,VETO,,up,0.2978
2026-07-20 14:52,IWM,IWM260729C00297000,0,0.453,VETO,,up,0.3279
2026-07-20 14:52,USO,USO260724C00130000,0,0.413,VETO,,up,0.2974
2026-07-20 14:52,NVDA,NVDA260724P00205000,0,0.453,VETO,,up,0.3013
2026-07-20 14:52,ELF,ELF260807P00069000,0,0.16,VETO,,down,-0.889
2026-07-20 14:52,CPRI,CPRI261120P00012500,0,0.073,VETO,,vertical,0.0071
2026-07-20 14:52,ARKG,ARKG260731P00039000,0,0.16,VETO,,down,-0.6258
2026-07-20 14:52,CPRT,CPRT260821C00027500,0,0.139,VETO,,down,-1.0455
2026-07-20 15:02,NVDL,NVDL260821C00032330,1,0.267,VETO,,down,-0.7326
2026-07-20 15:02,QQQ,QQQ260720P00698000,0,0.386,VETO,,down,-0.7109
2026-07-20 15:02,AMKR,AMKR260821P00049000,0,0.16,VETO,,down,-0.88
2026-07-20 15:02,SPY,SPY260724P00728000,0,0.453,VETO,,down,-0.561
2026-07-20 15:02,WULF,WULF260731P00018000,0,0.267,VETO,,down,-0.5485
2026-07-20 15:02,HIMS,HIMS260807C00042000,0,0.267,VETO,,down,-1.0923
2026-07-20 15:02,ERIC,ERIC270115C00012000,0,0.099,VETO,,down,-1.125
2026-07-20 15:02,SPY,SPY260803P00710000,0,0.453,VETO,,down,-0.5058
2026-07-20 15:02,SPY,SPY260722C00748000,0,0.453,VETO,,up,0.4063
2026-07-20 15:02,QQQ,QQQ260720P00696000,0,0.386,VETO,,down,-0.6808
2026-07-20 15:02,NVDA,NVDA270319P00125000,0,0.453,VETO,,vertical,-0.0657
2026-07-20 15:02,SPY,SPY260720P00746000,0,0.453,VETO,,down,-0.5423
2026-07-20 15:02,GOOGL,GOOGL260720C00355000,0,0.413,VETO,,down,-0.5837
