candidate_id,ticker,signal_ts,executed,council_blend,disagreement,contract_bar,members_present,decision,veto_reason,outcome,p_gbm_meta,p_logistic_linear,p_rule_survivors,p_base_rate_2d,p_flow_specialist
70cc92b9fd124119850bb06933304671,IGV,1782950341310,0,0.1092,0.0811,0.5203,3,VETO,below_contract_bar,vertical,0.1939,0.1338,0.0,,
dca9a53b71694e4895639933a8949870,IGV,1782950341310,0,0.1092,0.0811,0.5203,3,VETO,below_contract_bar,vertical,0.1939,0.1338,0.0,,
934c82ad7f5a45fc8f50e8e28127a374,HYG,1782950341310,0,0.0465,0.0348,0.5203,3,VETO,below_contract_bar,vertical,0.0836,0.0559,0.0,,
18e5c4176bc64af8bbb92cd13024131e,SPY,1782950341310,0,0.242,0.1162,0.5203,4,VETO,below_contract_bar,vertical,0.2641,0.0559,0.3759,0.272,
58357722e2bb43a8bfcf31666e2268d1,SPY,1782950341310,0,0.242,0.1162,0.5203,4,VETO,below_contract_bar,vertical,0.2641,0.0559,0.3759,0.272,
0493923a6bba4b6c8965cddbff274e92,SPY,1782950341310,0,0.242,0.1162,0.5203,4,VETO,below_contract_bar,vertical,0.2641,0.0559,0.3759,0.272,
77814cbbefe845d9b6559cb8451a8fe6,IWM,1782950341310,0,0.2614,0.0859,0.5203,4,VETO,below_contract_bar,vertical,0.264,0.1338,0.3759,0.272,
8359053d6edf4fef8e22f276a16cb1d9,MRNA,1782950341310,0,0.0618,0.0531,0.5203,3,VETO,below_contract_bar,vertical,0.1296,0.0559,0.0,,
b6b7a5cd60814172a675dce548f2db12,HYG,1782954866973,1,0.1621,0.1479,0.5203,4,VETO,below_contract_bar,vertical,0.0336,0.3428,0.0,0.272,
363c72d9c4d54575881638b1af9556ca,IGV,1782954866973,0,0.1962,0.1954,0.5203,4,VETO,below_contract_bar,vertical,0.1929,0.5132,0.0,0.0788,
cc8a077e2faf4a6f8a964abbfcb23c2b,IGV,1782954866973,0,0.2445,0.184,0.5203,4,VETO,below_contract_bar,vertical,0.1929,0.5132,0.0,0.272,
db6c8ec1b59a4ba19dd90ebe1f2ec8f1,HYG,1782954866973,0,0.1138,0.1352,0.5203,4,VETO,below_contract_bar,vertical,0.0336,0.3428,0.0,0.0788,
cde535d26ed9411b9a6824827c7b3663,SPY,1782954866973,0,0.2871,0.0521,0.5203,4,VETO,below_contract_bar,vertical,0.2476,0.253,0.3759,0.272,
85279a513bd749cb96d9b3d2d6abd367,SPY,1782954866973,0,0.2871,0.0521,0.5203,4,VETO,below_contract_bar,vertical,0.2476,0.253,0.3759,0.272,
75eeaf58651d45dcac8833ab432355ac,SPY,1782954866973,0,0.2871,0.0521,0.5203,4,VETO,below_contract_bar,vertical,0.2476,0.253,0.3759,0.272,
540a0d2e129e41eb851a53e060b0e10c,IWM,1782954866973,0,0.356,0.101,0.5203,4,VETO,below_contract_bar,vertical,0.2629,0.5132,0.3759,0.272,
0607be8ce18f49e99f1c2e9726fbb176,MRNA,1782954866973,0,0.1488,0.1398,0.5203,4,VETO,below_contract_bar,vertical,0.0876,0.3767,0.0,0.1311,
f4fc4529ccbd43d3b1787621888bd529,IGV,1782997880042,1,0.2022,0.1281,0.5203,4,VETO,below_contract_bar,vertical,0.1939,0.3428,0.0,0.272,
f8bd19095229461b8479bf20a89f14cf,HYG,1782998497809,1,0.0909,0.1066,0.5203,4,VETO,below_contract_bar,vertical,0.0336,0.0582,0.0,0.272,
7abaa720738a431d9fe98797fb28ed99,SPY,1782999119567,0,0.2871,0.0521,0.5203,4,VETO,below_contract_bar,vertical,0.2476,0.253,0.3759,0.272,
680a42308a1c446e8f69e41209cc1ea4,NVDA,1782999119567,0,0.2321,0.0794,0.5203,4,VETO,below_contract_bar,vertical,0.2641,0.3428,0.1905,0.1311,
fa8f147938424a73bb36826c9aa7c9c6,PLTR,1782999119567,0,0.2617,0.1039,0.5203,4,VETO,below_contract_bar,vertical,0.3821,0.3428,0.1905,0.1311,
8889275675c045608e8dce3782edf85a,NU,1782999698492,1,0.1339,0.1021,0.5203,4,VETO,below_contract_bar,vertical,0.0836,0.1799,0.0,0.272,
7de807dbfe6544c997270b8bc469e2d3,AAPL,1782999698492,0,0.2732,0.0695,0.5203,4,VETO,below_contract_bar,vertical,0.3821,0.2481,0.1905,0.272,
408ecf82b03648db9f0ca028cb5f1358,NU,1782999698492,0,0.1026,0.0698,0.5203,4,VETO,below_contract_bar,vertical,0.0876,0.1917,0.0,0.1311,
07ec2a06be884101b66537dfa994f7e8,MSTR,1782999698492,0,0.1207,0.0749,0.5203,4,VETO,below_contract_bar,vertical,0.2057,0.1374,0.0,0.1399,
6c690084cdb34a59b32dac87814abf3a,SQQQ,1782999698492,0,0.1973,0.1141,0.5203,4,VETO,below_contract_bar,vertical,0.2641,0.253,0.0,0.272,
6a012a0f9c324c71902c01dee33a13da,RKLB,1782999698492,0,0.1449,0.1091,0.5203,4,VETO,below_contract_bar,vertical,0.2476,0.253,0.0,0.0788,
bdac9e41bb5242f19376052ffd4f4fe7,TLT,1782999698492,0,0.1612,0.0995,0.5203,4,VETO,below_contract_bar,vertical,0.1929,0.1799,0.0,0.272,
788f921a4fc9457ea4dd5c0ded578103,PLTR,1782999698492,0,0.2969,0.073,0.5203,4,VETO,below_contract_bar,vertical,0.3821,0.3428,0.1905,0.272,
fd791ca10e0f4df7a8c0d7595f520bed,GDX,1783000327841,0,0.146,0.0954,0.5203,4,VETO,below_contract_bar,vertical,0.2641,0.1799,0.0,0.1399,
7502a5e9a8c14ec8b8b6388f345b485d,IWM,1783000327841,0,0.356,0.101,0.5203,4,VETO,below_contract_bar,vertical,0.2629,0.5132,0.3759,0.272,
843b7fdf4e0440de8308b27093507dbd,MRNA,1783000327841,0,0.1488,0.1398,0.5203,4,VETO,below_contract_bar,vertical,0.0876,0.3767,0.0,0.1311,
98ae5b8c8b7842bd9a78c25b4ec7ed13,NFLX,1783000327841,0,0.2671,0.054,0.5203,4,VETO,below_contract_bar,vertical,0.2629,0.3428,0.1905,0.272,
45f084a38e2147a09c6a776e78292c96,MSTR,1783000327841,0,0.1538,0.1007,0.5203,4,VETO,below_contract_bar,vertical,0.2057,0.1374,0.0,0.272,
1c5a314f77974c819e4d95877dcaf001,MSTR,1783000327841,0,0.1207,0.0749,0.5203,4,VETO,below_contract_bar,vertical,0.2057,0.1374,0.0,0.1399,
5f9ec26354db445a83b64144e9d9d0f2,ARKG,1783000892842,1,0.1567,0.099,0.5203,4,VETO,below_contract_bar,vertical,0.1929,0.1619,0.0,0.272,
b3152a68d5b84fb7b1bb668e33f81890,ARKG,1783000892842,0,0.1506,0.0992,0.5203,4,VETO,below_contract_bar,vertical,0.1929,0.1374,0.0,0.272,
2afc1abf073a4f35a4935a9f51a721fb,EWY,1783000892842,0,0.1483,0.0964,0.5203,4,VETO,below_contract_bar,vertical,0.2641,0.1892,0.0,0.1399,
1f1c52a92b4b499185651e5bcc3f06bd,TLT,1783000892842,0,0.1612,0.0995,0.5203,4,VETO,below_contract_bar,vertical,0.1929,0.1799,0.0,0.272,
4a2c94f0e66741bb83d1384eaf4442ca,IBB,1783000892842,0,0.1144,0.0855,0.5203,3,VETO,below_contract_bar,vertical,0.2057,0.1374,0.0,,
439347b8b42f4890b5b47e7b00b79dce,TE,1783000892842,0,0.1599,0.1003,0.5203,4,VETO,below_contract_bar,vertical,0.2057,0.1619,0.0,0.272,
0dc3acb2240045ea8289b3a7baed26d9,RIVN,1783001491330,1,0.1641,0.1002,0.5203,4,VETO,below_contract_bar,vertical,0.1929,0.1917,0.0,0.272,
6065394eb9934ec6a14d8e5546c2dc8f,CORZ,1783001491330,0,0.1306,0.097,0.5203,4,VETO,below_contract_bar,vertical,0.1409,0.1092,0.0,0.272,
37927f7756744dad99eb54635239cc5c,DRAM,1783001491330,0,0.1415,0.0942,0.5203,4,VETO,below_contract_bar,vertical,0.2641,0.1619,0.0,0.1399,
fe589b8b7e2448829e1f866085789621,SPY,1783001491330,0,0.2871,0.0521,0.5203,4,VETO,below_contract_bar,vertical,0.2476,0.253,0.3759,0.272,
05fac1f2d0ac422586da22b614b59d9b,SPY,1783001491330,0,0.2871,0.0521,0.5203,4,VETO,below_contract_bar,vertical,0.2476,0.253,0.3759,0.272,
0920562b6e0941ba92355b2837aee3f5,SPY,1783001491330,0,0.2871,0.0521,0.5203,4,VETO,below_contract_bar,vertical,0.2476,0.253,0.3759,0.272,
ee39b04b569c4ca2b8983d84d61c1d41,SPY,1783001491330,0,0.2871,0.0521,0.5203,4,VETO,below_contract_bar,vertical,0.2476,0.253,0.3759,0.272,
27bf7a20f49f43d8a78b7336d3b07f24,NVDA,1783001491330,0,0.2674,0.0539,0.5203,4,VETO,below_contract_bar,vertical,0.2641,0.3428,0.1905,0.272,
5008c08ec44a4145858cc4eb17946f88,RIVN,1783001491330,0,0.1793,0.1061,0.5203,4,VETO,below_contract_bar,vertical,0.2057,0.2393,0.0,0.272,
190455b548af49b8960f603e23ac6bac,ABVX,1783001491330,0,0.1352,0.0889,0.5203,4,VETO,below_contract_bar,vertical,0.2476,0.1619,0.0,0.1311,
1f74029280c94d4d8b04dd4e12e4f50c,LULU,1783001491330,0,0.1437,0.0968,0.5203,4,VETO,below_contract_bar,vertical,0.1409,0.1619,0.0,0.272,
0b4fbe82c9104da6a872af67fe5853a3,XLE,1783002091988,1,0.1754,0.1055,0.5203,4,VETO,below_contract_bar,vertical,0.2405,0.1892,0.0,0.272,
c6150ff215104e8cb7da0dd7cc0512c6,DASH,1783002091988,0,0.1218,0.0737,0.5203,4,VETO,below_contract_bar,vertical,0.1939,0.1619,0.0,0.1311,
4f062f0601634c959a09ee8bddb7c881,XLE,1783002091988,0,0.1778,0.1067,0.5203,4,VETO,below_contract_bar,vertical,0.2476,0.1917,0.0,0.272,
8230e80242454627a3fdc1d90ae37995,HL,1783002091988,0,0.1289,0.0785,0.5203,4,VETO,below_contract_bar,vertical,0.1929,0.1917,0.0,0.1311,
621d7f0e8f804539ab58ded571c2ce9c,SOFI,1783002091988,0,0.2019,0.1281,0.5203,4,VETO,below_contract_bar,vertical,0.1929,0.3428,0.0,0.272,
40f5e275d35d48f29520c790793c0164,VXX,1783002690545,1,0.1589,0.0992,0.5203,4,VETO,below_contract_bar,vertical,0.1939,0.1697,0.0,0.272,
c6580718927c47ad83d3ff4c2e84a1a9,BB,1783002690545,0,0.1107,0.0645,0.5203,4,VETO,below_contract_bar,vertical,0.1409,0.1619,0.0,0.1399,
5e5f1cb15fa04981a8ec1f6e22aa1105,QQQ,1783002690545,0,0.1612,0.0995,0.5203,4,VETO,below_contract_bar,vertical,0.1929,0.1799,0.0,0.272,
c82054c8ebff4bc5bb0d5d9892af5917,NOW,1783002690545,0,0.2194,0.1304,0.5203,4,VETO,below_contract_bar,vertical,0.2629,0.3428,0.0,0.272,
150c46704811419d8a893269424d81fa,V,1783002690545,0,0.1951,0.0435,0.5203,4,VETO,below_contract_bar,vertical,0.2057,0.253,0.1905,0.1311,
e6857eaa6f4b4405a16586f0318e393a,TJX,1783002690545,0,0.1342,0.0962,0.5203,4,VETO,below_contract_bar,vertical,0.1311,0.1338,0.0,0.272,
7ccfa15feec54879ae66e1207736a282,IBIT,1783002690545,0,0.1674,0.1013,0.5203,4,VETO,below_contract_bar,vertical,0.2057,0.1917,0.0,0.272,
87d61c0525cc43d48c774da2bdbb7c50,SHOO,1783002690545,0,0.0398,0.0283,0.5203,3,VETO,below_contract_bar,vertical,0.0634,0.0559,0.0,,
e4270c6febb94f67b4c5c269300e902a,KWEB,1783002690545,0,0.1233,0.0984,0.5203,4,VETO,below_contract_bar,vertical,0.0876,0.1338,0.0,0.272,
f09cdf80f2cd4b3ea457ce93604221cc,ZTS,1783002690545,0,0.0996,0.0789,0.5203,3,VETO,below_contract_bar,vertical,0.1929,0.1058,0.0,,
9193016950164a7ba25e0070c2dd64d0,UPS,1783003307498,1,0.1641,0.1002,0.5203,4,VETO,below_contract_bar,vertical,0.1929,0.1917,0.0,0.272,
41d30a56bdcd4e6da916a426720393b4,IWM,1783003307498,0,0.3208,0.1409,0.5203,4,VETO,below_contract_bar,vertical,0.2629,0.5132,0.3759,0.1311,
6eec026bda4b4e2a9079b5f16f3e8fc6,NVDA,1783003307498,0,0.2674,0.0539,0.5203,4,VETO,below_contract_bar,vertical,0.2641,0.3428,0.1905,0.272,
dfc3973a35174929b4ab517784e4ef2c,UPS,1783003307498,0,0.1641,0.1002,0.5203,4,VETO,below_contract_bar,vertical,0.1929,0.1917,0.0,0.272,
3a4673add91540ed8dddce01d10fec25,KWEB,1783003307498,0,0.0903,0.0559,0.5203,4,VETO,below_contract_bar,vertical,0.0876,0.1338,0.0,0.1399,
4fa290a36fa94eac8fa5b74874c72172,PLTR,1783003307498,0,0.2969,0.073,0.5203,4,VETO,below_contract_bar,vertical,0.3821,0.3428,0.1905,0.272,
